LoanNumber,LoanPhase,LoanProgram,LoanSubType,State,City,County,Zip,Sum of PropertyCount,Sum of UnitCount,Sum of Sqft,Sum of MedianSqft,Avg. Prop. Cost/Sqft
71182,Production,New Construction,Purchase,Washington,Cle Elum,Kittitas,98922,1,1,"3,882","3,882",$231.84
71181,Paid Off,New Construction,Purchase,Washington,Sammamish,King,98074,1,1,"2,589","2,589",$173.81
71178,Paid Off,New Construction,Purchase,Washington,Sammamish,King,98074,1,1,"2,459","2,459",$183.00
71174,Production,New Construction,Purchase,Washington,Seattle,King,98103,1,8,"8,000","1,000",$216.61
71173,Production,Development,Purchase,Washington,Kirkland,King,98034,1,1,"36,680","36,680",$10.69
71172,Paid Off,Fix and Flip,Purchase,Oregon,Portland,Multnomah,97211,1,1,"1,276","1,276",$11.76
71171,Paid Off,Fix and Flip,Purchase,Washington,Lakewood,Pierce,98498,1,1,"1,288","1,288",$46.58
71170,Paid Off,Bridge to Build,Purchase,Washington,Tenino,Thurston,98589,1,1,"3,312","3,312",$59.05
71169,Paid Off,New Construction,Purchase,Washington,Everett,Snohomish,98203,1,1,"3,766","3,766",$91.87
71168,Paid Off,New Construction,Refi-Internal,Washington,Seattle,King,98134,4,4,"7,572","7,572",$42.84
71165,Paid Off,Fix and Flip,Purchase,Oregon,Damascus,Clackamas,97089,1,1,"3,572","3,572",$14.00
71164,Paid Off,Fix and Flip,Purchase,Washington,Seattle,King,98144,1,1,"2,570","2,570",$77.82
71162,Production,New Construction,Refi-External,Washington,Snohomish,Snohomish,98296,1,1,"4,414","4,414",$139.68
71161,Paid Off,New Construction,Purchase,Washington,Granite Falls,Snohomish,98252,1,1,"2,165","2,165",$130.18
71160,Paid Off,Bridge to Build,Purchase,Washington,Seattle,King,98144,1,7,"7,630","1,090",$229.36
71158,Servicing,New Construction,Refi-Internal,Washington,Federal Way,King,98001,1,1,"2,881","2,881",$18.99
71157,Paid Off,New Construction,Purchase,Washington,Vancouver,Clark,98665,1,1,"1,504","1,504",$124.59
71156,Paid Off,New Construction,Refi-External,Oregon,Portland,Multnomah,97212,1,1,"3,646","3,646",$163.19
71155,Paid Off,New Construction,Refi-External,Oregon,Portland,Multnomah,97212,1,1,"3,684","3,684",$161.51
71154,Paid Off,New Construction,Refi-External,Oregon,Portland,Multnomah,97212,1,1,"3,544","3,544",$174.98
71153,Paid Off,New Construction,Refi-External,Oregon,Portland,Multnomah,97212,1,1,"3,684","3,684",$188.74
71152,Paid Off,New Construction,Refi-External,Oregon,Portland,Multnomah,97212,1,1,"3,770","3,770",$157.82
71151,Paid Off,New Construction,Purchase,Washington,Vancouver,Clark,98665,1,1,"1,445","1,445",$125.53
71150,Paid Off,New Construction,Purchase,Washington,Vancouver,Clark,98665,1,1,"1,504","1,504",$124.59
71149,Paid Off,New Construction,Purchase,Washington,Vancouver,Clark,98665,1,1,"1,610","1,610",$118.66
71148,Paid Off,New Construction,Purchase,Washington,Vancouver,Clark,98665,1,1,"1,445","1,445",$125.53
71146,Paid Off,New Construction,Purchase,Washington,Vancouver,Clark,98665,1,1,"1,504","1,504",$124.59
71145,Servicing,New Construction,Refi-Internal,Washington,Federal Way,King,98001,1,1,"2,655","2,655",$12.45
71144,Servicing,New Construction,Refi-External,Washington,Federal Way,King,98001,1,1,"2,900","2,900",$104.27
71143,Servicing,New Construction,Refi-External,Washington,Federal Way,King,98001,1,1,"2,900","2,900",$104.27
71142,Servicing,New Construction,Refi-External,Washington,Federal Way,King,98001,1,1,"2,922","2,922",$103.48
71141,Paid Off,Fix and Flip,Purchase,Oregon,Lake Oswego,Clackamas,97035,1,1,"2,930","2,930",$34.13
71139,Paid Off,New Construction,Purchase,Washington,Seattle,King,98122,1,7,"10,627","1,408",$216.43
71138,Paid Off,New Construction,Refi-External,Colorado,Calhan,El Paso,80808,1,1,"3,283","3,283",$91.38
71137,Paid Off,Fix and Flip,Purchase,Oregon,Sherwood,Washington,97140,1,1,"1,838","1,838",$14.15
71134,Paid Off,New Construction,Purchase,Washington,Camano Island,Island,98282,1,1,"1,548","1,548",$124.03
71133,Paid Off,New Construction,Purchase,Washington,Bothell,King,98011,1,1,"4,173","4,173",$164.16
71131,Production,New Construction,Purchase,Washington,Seattle,King,98122,1,7,"10,627","1,408",$216.43
71128,Paid Off,Renovation,Purchase,Washington,Vancouver,Clark,98663,1,1,"1,203","1,203",$20.78
71126,Paid Off,New Construction,Refi-External,Oregon,Mcminnville,Yamhill,97128,1,1,"3,022","3,022",$101.52
71125,Paid Off,Bridge to Build,Refi-External,Washington,Seattle,King,98178,1,1,"3,383","3,383",$152.23
71124,Paid Off,Bridge to Build,Refi-External,Washington,Renton,King,98178,1,1,"3,383","3,383",$152.23
71123,Servicing,New Construction,Refi-External,Washington,Seattle,King,98106,1,8,"14,624","1,828",$42.33
71120,Paid Off,Renovation,Purchase,Washington,Vancouver,Clark,98683,1,1,"1,321","1,321",$36.90
71119,Paid Off,New Construction,Refi-Internal,Washington,Snohomish,Snohomish,98290,1,1,"4,430","4,430",$86.37
71118,Paid Off,New Construction,Refi-Internal,Washington,Snohomish,Snohomish,98290,1,1,"3,780","3,780",$54.76
71117,Paid Off,New Construction,Refi-Internal,Washington,Snohomish,Snohomish,98290,1,1,"3,935","3,935",$66.07
71116,Servicing,New Construction,Refi-Internal,Washington,Federal Way,King,98001,1,1,"3,017","3,017",$29.96
71115,Servicing,New Construction,Refi-Internal,Washington,Federal Way,King,98001,1,1,"2,654","2,654",$26.66
71114,Servicing,New Construction,Refi-Internal,Washington,Federal Way,King,98001,1,1,"3,017","3,017",$25.89
71113,Paid Off,New Construction,Refi-External,Washington,Black Diamond,King,98010,1,6,"8,310","1,385",$108.30
71112,Production,New Construction,Refi-External,Washington,Black Diamond,King,98010,1,6,"8,310","1,385",$108.30
71111,Production,New Construction,Refi-External,Washington,Black Diamond,King,98010,1,6,"8,310","1,385",$108.30
71110,Paid Off,New Construction,Purchase,Washington,North Bend,King,98045,1,1,"3,672","3,672",$149.78
71109,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,820","1,820",$85.69
71108,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,950","1,950",$84.57
71107,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,850","1,850",$85.69
71106,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,850","1,850",$85.69
71105,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,980","1,980",$84.92
71104,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,980","1,980",$84.92
71103,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,790","1,790",$85.69
71102,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,950","1,950",$84.57
71101,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,960","1,960",$84.79
71100,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,790","1,790",$85.69
71099,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71098,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71097,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71096,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71095,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71094,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71093,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71092,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71091,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71090,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71089,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71088,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71087,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,769","2,769",$98.67
71086,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$99.52
71085,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,1,1,"2,769","2,769",$98.67
71084,Paid Off,New Construction,Refi-Internal,Washington,Seattle,King,98122,1,4,"4,645","1,139",$72.22
71083,Paid Off,New Construction,Purchase,Washington,Kennewick,Benton,99336,1,1,"2,641","2,641",$83.84
71082,Paid Off,New Construction,Purchase,Washington,Kennewick,Benton,99336,1,1,"2,641","2,641",$83.84
71080,Paid Off,New Construction,Purchase,Washington,Burien,King,98166,1,1,"2,692","2,692",$110.47
71079,Paid Off,New Construction,Purchase,Washington,Burien,King,98166,1,1,"2,692","2,692",$110.47
71077,Paid Off,New Construction,Refi-External,Washington,Cle Elum,Kittitas,98922,1,1,"1,940","1,940",$145.52
71076,Paid Off,New Construction,Refi-External,Washington,Cle Elum,Kittitas,98922,1,1,"1,721","1,721",$179.63
71075,Paid Off,New Construction,Refi-External,Washington,Cle Elum,Kittitas,98922,1,1,"2,112","2,112",$142.75
71074,Paid Off,New Construction,Purchase,Washington,Woodinville,King,98072,1,1,"3,683","3,683",$215.95
71072,Paid Off,Bridge to Build,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"3,039","3,039",$118.46
71071,Paid Off,Bridge to Build,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"3,039","3,039",$115.17
71069,Paid Off,New Construction,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"2,794","2,794",$125.27
71068,Paid Off,New Construction,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"2,794","2,794",$125.27
71067,Paid Off,New Construction,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"2,794","2,794",$128.85
71066,Paid Off,New Construction,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"2,794","2,794",$128.85
71065,Paid Off,New Construction,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"3,039","3,039",$118.46
71064,Paid Off,Bridge to Build,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"3,039","3,039",$118.46
71063,Production,Bridge to Build,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"3,039","3,039",$118.46
71062,Paid Off,New Construction,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"2,794","2,794",$125.27
71061,Paid Off,Bridge to Build,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"3,039","3,039",$118.46
71060,Paid Off,Bridge to Build,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"2,813","2,813",$124.42
71059,Production,Bridge to Build,Refi-Internal,Washington,Lake Stevens,Snohomish,98258,1,1,"3,039","3,039",$115.17
71056,Paid Off,New Construction,Refi-External,Washington,Kirkland,King,98033,2,2,"7,181","7,181",$186.17
71055,Paid Off,New Construction,Purchase,Washington,Camano Island,Island,98282,1,1,"1,762","1,762",$122.36
71054,Paid Off,New Construction,Purchase,Washington,Camano Island,Island,98282,1,1,"1,548","1,548",$124.03
71053,Paid Off,New Construction,Purchase,Washington,Camano Island,Island,98282,1,1,"1,548","1,548",$124.03
71052,Paid Off,New Construction,Refi-External,Washington,Stanwood,Snohomish,98292,1,1,"2,350","2,350",$113.19
71050,Paid Off,New Construction,Refi-External,Oregon,Waldport,Lincoln,97394,1,1,"2,373","2,373",$128.55
71049,Paid Off,New Construction,Refi-External,Oregon,Waldport,Lincoln,97394,1,1,"2,373","2,373",$128.55
71046,Paid Off,New Construction,Purchase,Washington,Bellevue,King,98007,1,1,"3,807","3,807",$220.53
71045,Paid Off,New Construction,Purchase,Colorado,Elbert,El Paso,80106,1,1,"3,472","3,472",$95.05
71044,Paid Off,New Construction,Purchase,Colorado,Elbert,El Paso,80106,1,1,"3,798","3,798",$86.89
71043,Paid Off,New Construction,Purchase,Colorado,Elbert,El Paso,80106,1,1,"3,228","3,228",$102.23
71040,Paid Off,New Construction,Refi-Internal,Washington,Seattle,King,98134,1,1,"3,605","3,605",$120.58
71039,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,960","1,960",$84.79
71038,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,960","1,960",$84.79
71037,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,960","1,960",$84.79
71036,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,760","1,760",$85.20
71035,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,760","1,760",$85.20
71034,Paid Off,New Construction,Purchase,Washington,Port Orchard,Kitsap,98366,1,1,"1,760","1,760",$85.20
71033,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,940","1,940",$84.83
71032,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,940","1,940",$84.83
71031,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,960","1,960",$84.79
71030,Paid Off,New Construction,Refi-Internal,Washington,Port Orchard,Kitsap,98366,1,1,"1,940","1,940",$84.83
71028,Paid Off,Renovation,Purchase,Oregon,Beavercreek,Clackamas,97004,1,1,"2,348","2,348",$20.49
71027,Paid Off,Bridge to Build,Purchase,Washington,Seattle,King,98103,1,5,"5,040","1,008",$241.63
71026,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98662,1,1,"2,168","2,168",$83.03
71025,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98661,1,1,"2,252","2,252",$79.93
71024,Paid Off,New Construction,Purchase,Washington,Burien,King,98148,1,1,"2,535","2,535",$98.17
71023,Paid Off,New Construction,Purchase,Washington,Burien,King,98148,1,1,"2,442","2,442",$96.54
71022,Paid Off,New Construction,Purchase,Washington,Burien,King,98148,1,1,"2,564","2,564",$97.29
71021,Paid Off,New Construction,Purchase,Washington,Burien,King,98148,1,1,"2,427","2,427",$93.05
71020,Paid Off,New Construction,Unknown,Oregon,Portland,Multnomah,97215,1,2,"7,738","3,869",$52.64
71019,Paid Off,New Construction,Refi-External,Oregon,Portland,Multnomah,97266,1,6,"6,014",990,$163.45
71018,Paid Off,Renovation,Unknown,Washington,Seattle,King,98117,1,1,"1,340","1,340",$39.27
71017,Paid Off,New Construction,Refi-External,Washington,Tacoma,Pierce,98446,1,1,"2,345","2,345",$91.79
71016,Paid Off,New Construction,Refi-External,Washington,Tacoma,Pierce,98446,1,1,"2,598","2,598",$82.85
71015,Paid Off,New Construction,Unknown,Washington,Bellevue,King,98004,1,1,"6,141","6,141",$180.59
71014,Paid Off,Renovation,Purchase,Washington,Kirkland,King,98033,1,2,"1,920",960,$50.35
71013,Paid Off,New Construction,Unknown,Washington,Lynnwood,Snohomish,98037,2,5,"5,044","1,261",$66.54
71012,Paid Off,New Construction,Unknown,Washington,Seattle,King,98115,1,9,"13,560","1,415",$218.39
71011,Paid Off,Renovation,Unknown,Washington,Seattle,King,98168,1,1,"1,360","1,360",$51.47
71010,Paid Off,New Construction,Unknown,Washington,Tacoma,Pierce,98444,1,1,"2,245","2,245",$81.43
71009,Paid Off,New Construction,Purchase,Washington,Sultan,Snohomish,98294,1,1,"1,736","1,736",$169.62
71008,Production,New Construction,Refi-External,Washington,Bellevue,King,98004,1,1,"6,141","6,141",$180.59
71007,Paid Off,New Construction,Unknown,Washington,Sultan,Snohomish,98294,1,1,"2,165","2,165",$133.19
71006,Paid Off,New Construction,Unknown,Washington,Sultan,Snohomish,98294,1,1,"2,323","2,323",$125.59
71005,Paid Off,New Construction,Refi-External,Washington,Sultan,Snohomish,98294,1,1,"2,323","2,323",$131.64
71004,Paid Off,New Construction,Refi-External,Washington,Sultan,Snohomish,98294,1,1,"2,165","2,165",$134.20
71002,Paid Off,New Construction,Purchase,Washington,Arlington,Snohomish,98223,1,1,"2,165","2,165",$135.82
71001,Paid Off,Acquisition,Unknown,Washington,Seattle,King,98107,1,26,"19,332",693,$62.77
71000,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,3,"6,780","2,260",$410.62
70999,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,3,"6,780","2,260",$410.62
70998,Paid Off,New Construction,Unknown,Washington,Chelan,Chelan,98816,1,1,"4,060","4,060",$215.43
70997,Paid Off,Bridge,Unknown,Washington,Port Angeles,Clallam,98362,1,2,"1,439",639,$52.12
70996,Paid Off,Renovation,Unknown,Colorado,Fort Collins,Unknown,80524,1,1,"2,000","2,000",$71.25
70995,Paid Off,New Construction,Unknown,Colorado,Colorado Springs,Unknown,80923,1,5,"12,308","2,378",$14.62
70994,Paid Off,New Construction,Unknown,Washington,Kent,King,98031,1,1,"3,444","3,444",$87.35
70993,Paid Off,New Construction,Unknown,Washington,Tacoma,Pierce,98444,1,1,"2,434","2,434",$75.10
70992,Paid Off,New Construction,Unknown,Washington,Tacoma,Pierce,98444,1,1,"2,434","2,434",$75.10
70991,Paid Off,Renovation,Unknown,Washington,Kirkland,King,98033,1,2,"7,588","1,490",$19.77
70990,Paid Off,New Construction,Unknown,Oregon,Portland,Multnomah,97230,1,1,"2,839","2,839",$137.02
70989,Paid Off,New Construction,Unknown,Oregon,Portland,Multnomah,97230,1,1,"2,839","2,839",$134.65
70988,Paid Off,New Construction,Unknown,Washington,Eatonville,Pierce,98328,1,1,"3,146","3,146",$97.93
70987,Paid Off,New Construction,Unknown,Washington,Kirkland,King,98034,1,1,"3,468","3,468",$265.47
70984,Paid Off,New Construction,Unknown,Washington,Kirkland,King,98034,1,1,"3,355","3,355",$271.54
70983,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,3,"6,780","2,260",$410.62
70982,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,3,"6,780","2,260",$410.62
70981,Paid Off,New Construction,Unknown,Oregon,Portland,Multnomah,97217,1,4,"9,620","2,405",$148.39
70980,Production,New Construction,Refi-Internal,Oregon,Portland,Multnomah,97230,1,1,"2,839","2,839",$127.62
70979,Production,New Construction,Refi-Internal,Oregon,Portland,Multnomah,97230,1,1,"2,839","2,839",$129.74
70978,Servicing,New Construction,Unknown,Washington,Federal Way,King,98001,1,1,"2,566","2,566",$113.80
70977,Servicing,New Construction,Unknown,Washington,Federal Way,King,98001,1,1,"2,566","2,566",$113.80
70976,Paid Off,New Construction,Unknown,Washington,Renton,King,98059,1,1,"2,043","2,043",$65.77
70975,Paid Off,New Construction,Unknown,Washington,Seattle,King,98108,1,24,"32,460","1,212",$28.90
70974,Paid Off,New Construction,Unknown,Washington,Medina,King,98039,1,1,"5,323","5,323",$334.15
70973,Paid Off,New Construction,Unknown,Washington,Snohomish,Snohomish,98290,1,1,"5,216","5,216",$122.16
70971,Paid Off,New Construction,Unknown,Washington,Seattle,King,98125,1,1,"4,072","4,072",$110.39
70970,Paid Off,New Construction,Unknown,Washington,Seattle,King,98144,1,8,"13,648","1,706",$34.66
70967,Paid Off,New Construction,Unknown,Washington,Benton City,Benton,99320,2,16,"2,792","1,396",$83.63
70966,Paid Off,New Construction,Unknown,Washington,Fife,Pierce,98424,1,4,"5,100","1,110",$59.61
70965,Paid Off,New Construction,Unknown,Washington,Fife,Pierce,98424,1,4,"5,100","1,110",$117.28
70964,Paid Off,New Construction,Unknown,Washington,Fife,Pierce,98424,1,4,"5,100","1,110",$115.91
70963,Paid Off,New Construction,Unknown,Washington,Fife,Pierce,98424,1,4,"5,100","1,110",$115.72
70962,Paid Off,New Construction,Unknown,Washington,Seattle,King,98177,1,6,"8,592","1,432",$156.53
70961,Paid Off,New Construction,Unknown,Washington,Bellevue,King,98004,1,1,"5,133","5,133",$344.27
70958,Paid Off,New Construction,Unknown,Washington,Seattle,King,98122,1,4,"6,040","1,510",$189.07
70956,Production,Bridge to Build,Purchase,Washington,Seattle,King,98122,1,6,"6,282","1,047",$294.34
70955,Paid Off,New Construction,Unknown,Washington,Seattle,King,98199,1,1,"3,220","3,220",$231.42
70954,Paid Off,New Construction,Unknown,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$95.33
70953,Paid Off,New Construction,Unknown,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$95.33
70952,Paid Off,New Construction,Unknown,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$95.33
70951,Paid Off,New Construction,Unknown,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$95.33
70950,Paid Off,New Construction,Unknown,Washington,Bremerton,Kitsap,98311,1,1,"2,670","2,670",$95.33
70949,Paid Off,New Construction,Unknown,Washington,Bremerton,Kitsap,98311,1,1,"3,074","3,074",$94.61
70946,Paid Off,New Construction,Unknown,Washington,Des Moines,King,98198,1,1,"3,816","3,816",$86.19
70945,Paid Off,New Construction,Unknown,Washington,Seattle,King,98122,1,1,"3,653","3,653",$27.38
70944,Paid Off,New Construction,Unknown,Washington,Burien,King,98166,1,1,"3,188","3,188",$105.95
70943,Paid Off,New Construction,Unknown,Washington,Vancouver,Clark,98665,1,1,"1,801","1,801",$110.00
70942,Paid Off,New Construction,Unknown,Washington,Vancouver,Clark,98665,1,1,"1,610","1,610",$115.31
70941,Paid Off,New Construction,Unknown,Washington,Vancouver,Clark,98665,1,1,"2,014","2,014",$115.00
70940,Paid Off,New Construction,Unknown,Washington,Vancouver,Clark,98665,1,1,"1,801","1,801",$110.00
70939,Production,New Construction,Purchase,Oregon,Portland,Multnomah,97217,1,1,"2,208","2,208",$122.67
70938,Paid Off,New Construction,Unknown,Washington,Vancouver,Clark,98665,1,1,"1,874","1,874",$110.00
70937,Paid Off,New Construction,Unknown,Washington,Vancouver,Clark,98665,1,1,"2,230","2,230",$115.00
70936,Paid Off,New Construction,Unknown,Washington,Vancouver,Clark,98665,1,1,"2,014","2,014",$110.00
70935,Paid Off,New Construction,Unknown,Washington,Vancouver,Clark,98665,1,1,"1,874","1,874",$110.00
70934,Paid Off,New Construction,Unknown,Washington,Vancouver,Clark,98665,1,1,"2,014","2,014",$110.00
70931,Paid Off,New Construction,Unknown,Washington,Burien,King,98168,1,1,"2,692","2,692",$115.79
70930,Paid Off,New Construction,Unknown,Washington,Burien,King,98168,1,1,"2,692","2,692",$112.44
70929,Paid Off,New Construction,Unknown,Washington,Everett,King,98201,2,5,"5,396","1,349",$62.18
70928,Paid Off,Bridge to Build,Unknown,Washington,Seattle,King,98116,1,6,"10,559","1,275",$217.97
70927,Paid Off,New Construction,Unknown,Washington,Snohomish,Snohomish,98296,1,1,"4,076","4,076",$136.72
70926,Paid Off,Renovation,Unknown,Oregon,Salem,Unknown,97306,1,1,"1,164","1,164",$21.48
70925,Paid Off,New Construction,Unknown,Washington,Renton,King,98056,5,19,"27,605","1,812",$29.00
70924,Paid Off,New Construction,Unknown,Washington,Snohomish,Snohomish,98296,1,1,"4,539","4,539",$127.00
50167,Paid Off,New Construction,Unknown,Washington,Snohomish,Snohomish,98296,1,1,"4,539","4,539",$127.00
50165,Paid Off,New Construction,Unknown,Washington,Eatonville,Pierce,98328,1,1,"3,120","3,120",$100.96
50164,Paid Off,New Construction,Unknown,Washington,Eatonville,Pierce,98328,1,1,"3,120","3,120",$100.96
50163,Paid Off,New Construction,Unknown,Washington,Eatonville,Pierce,98328,1,1,"2,750","2,750",$114.54
50162,Paid Off,New Construction,Unknown,Washington,Eatonville,Pierce,98328,1,1,"2,750","2,750",$114.54
50161,Paid Off,New Construction,Unknown,Washington,Eatonville,Pierce,98328,1,1,"2,750","2,750",$114.54
50160,Paid Off,New Construction,Unknown,Washington,Wenatchee,Chelan,98801,1,1,"6,075","6,075",$122.84
50159,Paid Off,New Construction,Unknown,Washington,Seattle,King,98112,1,4,"6,912","1,687",$199.07
50158,Paid Off,Renovation,Unknown,Washington,Vancouver,Clark,98686,1,1,"2,976","2,976",$20.64
50157,Paid Off,New Construction,Unknown,Washington,Seattle,King,98112,1,4,"6,064","1,516",$218.83
50156,Paid Off,Bridge to Build,Unknown,Washington,Seattle,King,98144,1,8,"9,439","1,139",$185.40
50155,Paid Off,New Construction,Unknown,Washington,Camas,Clark,98607,1,1,"2,625","2,625",$89.24
50154,Paid Off,New Construction,Unknown,Washington,Camas,Clark,98607,1,1,"2,625","2,625",$89.24
50153,Paid Off,New Construction,Unknown,Washington,Snohomish,Snohomish,98296,1,1,"4,105","4,105",$139.13
50152,Servicing,New Construction,Unknown,Washington,Federal Way,King,98001,1,1,"2,654","2,654",$108.03
50151,Paid Off,New Construction,Unknown,Washington,Camas,Clark,98607,1,1,"2,326","2,326",$92.60
50150,Servicing,New Construction,Unknown,Washington,Federal Way,King,98001,1,1,"2,834","2,834",$110.97
50148,Paid Off,New Construction,Unknown,Washington,Federal Way,Unknown,98001,1,1,"2,881","2,881",$108.90
50147,Paid Off,New Construction,Unknown,Washington,Federal Way,King,98001,1,1,"2,654","2,654",$115.30
50146,Paid Off,New Construction,Unknown,Washington,Federal Way,King,98001,1,1,"3,017","3,017",$106.51
50145,Paid Off,New Construction,Unknown,Washington,Federal Way,King,98001,1,1,"3,017","3,017",$106.51
50144,Paid Off,New Construction,Unknown,Washington,Federal Way,King,98001,1,1,"2,654","2,654",$115.30
50143,Paid Off,New Construction,Unknown,Washington,Arlington,Snohomish,98223,1,1,"1,775","1,775",$113.52
50142,Paid Off,New Construction,Unknown,Washington,Arlington,Snohomish,98223,1,1,"1,775","1,775",$113.52
50141,Paid Off,New Construction,Unknown,Washington,Arlington,Snohomish,98223,1,1,"1,705","1,705",$118.18
50139,Paid Off,Bridge to Build,Unknown,Washington,Burien,King,98166,2,3,"4,118","2,059",$67.24
50137,Paid Off,Bridge to Build,Unknown,Washington,Oak Harbor,Island,98277,1,1,"2,200","2,200",$140.91
50136,Paid Off,Bridge to Build,Unknown,Washington,Oak Harbor,Island,98277,1,1,"2,200","2,200",$140.91
50135,Paid Off,Bridge to Build,Unknown,Washington,Oak Harbor,Island,98277,1,1,"2,200","2,200",$140.91
50133,Paid Off,Bridge to Build,Unknown,Washington,Anacortes,Skagit,98221,1,1,"2,200","2,200",$140.91
50132,Paid Off,Bridge to Build,Unknown,Washington,Anacortes,Skagit,98221,1,1,"2,200","2,200",$140.91
50131,Paid Off,Bridge to Build,Unknown,Washington,Anacortes,Skagit,98221,1,1,"2,200","2,200",$140.91
50130,Paid Off,New Construction,Unknown,Washington,Kirkland,King,98033,1,1,"3,421","3,421",$106.55
50129,Paid Off,Bridge to Build,Unknown,Washington,Snohomish,Snohomish,98296,1,1,"4,076","4,076",$136.96
50128,Paid Off,Bridge to Build,Unknown,Washington,Seattle,King,98144,1,4,"4,800","1,200",$129.27
50127,Paid Off,Bridge to Build,Unknown,Washington,Gig Harbor,Pierce,98335,1,1,"3,040","3,040",$124.79
